,title,writer,pony,dialog
19846,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,"Well, the pleasure's all ours, Princess."
19847,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,I'm so glad you're here! I have a big surprise for you!
19850,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,So you're gonna tell Twilight now?!
19852,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,It'd better be.
19853,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,"So, do you think Shining Armor liked his surprise?"
19854,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Didn't you see him? He couldn't stop raving about it!
19855,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,Where did Shining Armor and Cadance say they'd meet us? [stomach rumbling] I'm starving!
19856,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"In the town square. I wish they'd waited to walk over with us, but they said they had something to take care of first!"
19857,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,[through gritted teeth] They're gonna have a lot more to take care of soon...
19858,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,What?
19859,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,Nothiiiiiiing!
19860,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,That's odd. Usually they're quite punctual.
19861,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,Ughhh! I need a hayburger in my belly right now!
19862,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,What does it say?
19863,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"A scavenger hunt! Shining Armor used to set these up for me when I was a filly! At the end, there was always a big prize, like a new book, or several new books, or<U+0097>"
19864,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,We get the picture! You like books!
19865,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,So what's the first clue?
19866,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,I hope it's something about eating lunch!
19867,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[reading quickly] ""You've got a scroll, you're on a roll, why don't you take a peek where young ones spend their week? A piece of paper will continue this caper."""
19868,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"I've got it! ""Where the young ones spend their week."""
19869,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,I'm not quite followin'.
19870,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,It's the Ponyville Schoolhouse!
19871,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"""A piece of paper will continue this caper."" [gasps] It's in the Foal Free Press!"
19872,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,"Ooh, look at that dress Mayor Mare is wearing in the social report! Why, it's stunning!"
19873,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,"Uh, didn't you make that, Rarity?"
19874,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rarity,"Yes, what is your point?"
19875,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Focus, everypony!"
19876,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"You know, there's really no time limit on these scavenger hunts, Pinkie."
19877,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"[reading] ""Though this hall is rather small, in it you'll find files of all kinds. Take a look on the back of the birth certificate of Applejack."""
19878,The One Where Pinkie Pie Knows,Gillian M. Berrow,Applejack,I don't like where this is goin'.
19880,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,A-hem?
19881,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Does anypony know where the birth certificates are kept?
19882,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Ooh! I do, I do! Go down that hall, then you take a left, then a right, then another right, then a slight left, and it's the third door from the right!"
19883,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,"Wow, Pinkie. I never knew you knew so much about town hall."
19884,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,There's a lot of things I know! That you don't know I know!
19885,The One Where Pinkie Pie Knows,Gillian M. Berrow,Fluttershy,"Oh, you're so cute."
19886,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"[reading] ""This next place is where you can buy a table or chair, or some comfy beds to rest little heads""?"
19887,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Ugh, really? None of you? [groan] It's obviously the furniture store! Go in, go in, go in!"
19888,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,I don't know...
19889,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"Daagh, fine!"
19890,The One Where Pinkie Pie Knows,Gillian M. Berrow,Rainbow Dash,"Wow, you're scary good at this, Pinkie Pie."
19891,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"[reading quickly] ""It seems we've saved the best for last. We hope that you have had a blast. Now it's time to take a break where you can get a slice of cake!"""
19893,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,[scoffs] That was an easy one.
19895,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"It was perfect! Just like old times, except even better because this time I got to share it with my best friends! There's just one thing missing, isn't there?"
19897,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Mmmm, the book prize at the end!"
19899,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Oh. I don't understand.
19901,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,First we went to the schoolhouse...
19902,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,And then we read the Foal Free Press... After that we found Applejack's birth certificate... And then the last clue was under a crib.
19903,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,Hmmm... School... foal... birth certificate... and crib... [gasps] Can it be? Are you two...?!
19905,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"A baby, Twilight! It's a baby! Woo-hoo!"
19906,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,You mean... I'm going to be an aunt?! This is the best prize ever!
19907,The One Where Pinkie Pie Knows,Gillian M. Berrow,Twilight Sparkle,"Oh, I love you guys! And I can't wait to meet your little foal!"
19909,The One Where Pinkie Pie Knows,Gillian M. Berrow,Pinkie Pie,"I did it, I did it, I did it, I did it! [squee] [pop] Go, Pinkie."
19911,Hearthbreakers,Nick Confalone,Pinkie Pie,Happy Hearth's Warming Eve!
19912,Hearthbreakers,Nick Confalone,Applejack,"Shucks, Twilight! Y'all done it up nice and cozy in here."
19913,Hearthbreakers,Nick Confalone,Twilight Sparkle,We're about to hang our Hearth's Warming dolls if you wanna join us.
19914,Hearthbreakers,Nick Confalone,Applejack,"Oh, that's mighty sweet of you, but we're just stoppin' in to wish y'all a happy Hearth's Warmin' before we go."
19915,Hearthbreakers,Nick Confalone,Twilight Sparkle,I think it's sweet that your families are spending the holiday together.
19916,Hearthbreakers,Nick Confalone,Pinkie Pie,Picture the most fun-tacular thing you can think of. Now multiply that times infinity! Whoo! It's gonna be great!
19917,Hearthbreakers,Nick Confalone,Applejack,That's us. See you later!
19918,Hearthbreakers,Nick Confalone,Spike,Now can we open presents?
19919,Hearthbreakers,Nick Confalone,Applejack,But tonight is Hearth's Warming Eve. Everypony knows you don't open presents 'til tomorrow.
19920,Hearthbreakers,Nick Confalone,Twilight Sparkle,"When Spike and I spent our first Hearth's Warming Eve together, he couldn't wait all night to open his presents! Ever since then, we've always opened them the night before!"
19921,Hearthbreakers,Nick Confalone,Spike,It's kinda like our tradition!
19922,Hearthbreakers,Nick Confalone,Applejack,"That's not how our family does it, and I reckon it can't be how Pinkie's does it. Is it?"
19923,Hearthbreakers,Nick Confalone,Pinkie Pie,No sirree!
19924,Hearthbreakers,Nick Confalone,Twilight Sparkle,"To each their own, I suppose."
19925,Hearthbreakers,Nick Confalone,Pinkie Pie,"Agh! Gotta go, bye!"
19926,Hearthbreakers,Nick Confalone,Spike,Just what I always wanted! A book...
19928,Hearthbreakers,Nick Confalone,Applejack,"It's so excitin'! Related or not, it's gonna be a hoot havin' our families together under one roof!"
19929,Hearthbreakers,Nick Confalone,Pinkie Pie,Apples and Pies together again for the first time! Maybe. Unless we're related! Which maybe we're not. I think I just confused myself.
19930,Hearthbreakers,Nick Confalone,Applejack,"Friends or family, this here's about togetherness."
19931,Hearthbreakers,Nick Confalone,Apple Bloom,"[mouth full] Have you tried the Equestria flag crepes? The blue is blueberry! And don't tell Granny I saw, but her trunk is full of presents!"
19932,Hearthbreakers,Nick Confalone,Applejack,"Now hang on, sugarcube. You know Hearth's Warmin' isn't just about candy and presents, right?"
19933,Hearthbreakers,Nick Confalone,Apple Bloom,Uh-oh. That's your boring sisterly lecture voice.
19934,Hearthbreakers,Nick Confalone,Applejack,"'Fraid so! [clears throat] A long time ago, the Earth ponies, Pegasus ponies, and unicorn ponies weren't friends."
19935,Hearthbreakers,Nick Confalone,Pinkie Pie,[as unicorn pony] I don't like you! [as Pegasus pony] I don't like you either!
19936,Hearthbreakers,Nick Confalone,Applejack,"But then, the icy chill of the Windigos almost iced up everythin'. So the ponies decided to work together, and their friendship drove them nasty critters away."
19937,Hearthbreakers,Nick Confalone,Pinkie Pie,"[as Pegasus pony] Beat it, Windigos!"
19938,Hearthbreakers,Nick Confalone,Applejack,"Triumphant, they raised a new flag to celebrate all three tribes, and Equestria was born."
19939,Hearthbreakers,Nick Confalone,Applejack,"Uh, what happened to the flag?"
19940,Hearthbreakers,Nick Confalone,Apple Bloom,Is that why we celebrate with a flag raisin' tomorrow?
19941,Hearthbreakers,Nick Confalone,Applejack,"Mm-hmm! And tonight, we'll have the traditional Hearth's Warmin' Eve dinner to remember the shared bounties of our ancestors."
19942,Hearthbreakers,Nick Confalone,Pinkie Pie,We do that too!
19943,Hearthbreakers,Nick Confalone,Applejack,Then we'll hang our Hearth's Warmin' dolls over the fireplace to remind us of the warmth shared on that fateful night.
19944,Hearthbreakers,Nick Confalone,Pinkie Pie,That's what our family does too!
19945,Hearthbreakers,Nick Confalone,Applejack,"And tomorrow, we open presents!"
19946,Hearthbreakers,Nick Confalone,Pinkie Pie,Ah! We do that too!
19947,Hearthbreakers,Nick Confalone,Apple Bloom,Sounds like the Apples and the Pies do everything the same way!
19948,Hearthbreakers,Nick Confalone,Applejack,"""Rooftastic""?"
19949,Hearthbreakers,Nick Confalone,Pinkie Pie,"As in, I'm gonna stand on the roof and yell to everypony how rooftastic this is!"
19950,Hearthbreakers,Nick Confalone,Applejack,What if our families don't like each other?
19952,Hearthbreakers,Nick Confalone,Applejack,How'd you know that?
19955,Hearthbreakers,Nick Confalone,Pinkie Pie,How's school going?
19957,Hearthbreakers,Nick Confalone,Pinkie Pie,I missed you so much!
19959,Hearthbreakers,Nick Confalone,Applejack,This place looks amazin'!
19960,Hearthbreakers,Nick Confalone,Pinkie Pie,"Come on, everypony! Meet my super-mega-fun-derful family! Everypony, meet everypony!"
19966,Hearthbreakers,Nick Confalone,Pinkie Pie,"Aye aye, Captain Grumpy! No one's gonna mess with your precious mine!"
19968,Hearthbreakers,Nick Confalone,Pinkie Pie,"[sighs] Everypony stay away from Holder's Boulder. There, you happy now?"
19969,Hearthbreakers,Nick Confalone,Applejack,And you must be<U+0097>
19970,Hearthbreakers,Nick Confalone,Pinkie Pie,"This is Marble Pie, my baby sister who's only a few minutes younger than me but she'll always be a baby to me, isn't that right? She's so excited to meet everypony! Oh, and she wishes you all a happy Hearth's Warming!"
19972,Hearthbreakers,Nick Confalone,Applejack,"[hushed, to Apple Bloom] Guess Pinkie Pie always did the talkin' for her."
19973,Hearthbreakers,Nick Confalone,Pinkie Pie,[whistles] Attention!
19975,Hearthbreakers,Nick Confalone,Pinkie Pie,I'll just be a second. Everypony get settled in! There's plenty of room upstairs. And then it's time for Hearth's Warming Eve dinner!
19976,Hearthbreakers,Nick Confalone,Applejack,"[hushed] So far, so good, cousin!"
19977,Hearthbreakers,Nick Confalone,Pinkie Pie,Hee-hee!
19978,Hearthbreakers,Nick Confalone,Apple Bloom,"Oh, I can't wait to taste their fresh sweet rolls! They're my favorite part of Hearth's Warmin' Eve dinner."
19980,Hearthbreakers,Nick Confalone,Apple Bloom,"I love that too! Oh, Applejack, do you think theirs'll be even better than ours?"
19981,Hearthbreakers,Nick Confalone,Applejack,"Well, that's a mighty tall order, but it wouldn't surprise me in the least."
19982,Hearthbreakers,Nick Confalone,Pinkie Pie,Are you excited for dinner time? Because guess who is! Spoiler alert <U+0096> it's me!
19983,Hearthbreakers,Nick Confalone,Applejack,What about hot rolls and mulled cider and double-baked pot pie?
19986,Hearthbreakers,Nick Confalone,Pinkie Pie,"Potato, po-tah-to. Double-baked pot pie, rock soup! Dinner is dinner. Am I right or am I right?"
19987,Hearthbreakers,Nick Confalone,Applejack,"Yeah, um, you know what? This is what we were expectin'! Right, everypony?"
19988,Hearthbreakers,Nick Confalone,Pinkie Pie,"[slurping, exhales] Is everything all right, Applejack?"
19989,Hearthbreakers,Nick Confalone,Pinkie Pie,"More rock, please!"
19990,Hearthbreakers,Nick Confalone,Pinkie Pie,"Eat up, so we can get to our Hearth's Warming dolls!"
19991,Hearthbreakers,Nick Confalone,Applejack,Now that's somethin' I know all about!
19992,Hearthbreakers,Nick Confalone,Pinkie Pie,Who wants a Hearth's Warming doll?
19993,Hearthbreakers,Nick Confalone,Applejack,Are you sayin' that rock is a Hearth's Warmin' doll?
19994,Hearthbreakers,Nick Confalone,Pinkie Pie,"Don't be silly, silly!"
19995,Hearthbreakers,Nick Confalone,Pinkie Pie,"Our dolls are these little pieces! Isn't that right, Marble Pie?"
19997,Hearthbreakers,Nick Confalone,Apple Bloom,Our dolls are... rocks?
19998,Hearthbreakers,Nick Confalone,Applejack,Uh... y'all don't have traditional crocheted dolls passed down in your family?
19999,Hearthbreakers,Nick Confalone,Pinkie Pie,"Aww, you're just a frown factory because you got a weird rock. Cheer up! I'm sure you'll do great in the flag finding mission!"
20000,Hearthbreakers,Nick Confalone,Applejack,The what findin' what now?
20001,Hearthbreakers,Nick Confalone,Pinkie Pie,"Limestone Pie, you're the judge! Big Mac, Marble Pie, you're team one! Apple Bloom and Maud, you're team two! Ma, Pa, you're gonna be with Granny Smith. Don't think of it as team old. Think of it as team three! And I'm with Applejack of course, since we might be cousins!"
20002,Hearthbreakers,Nick Confalone,Applejack,"So now that we're all split up, mind tellin' us what we're doin'?"
20003,Hearthbreakers,Nick Confalone,Pinkie Pie,As everypony knows<U+0097>
20005,Hearthbreakers,Nick Confalone,Pinkie Pie,"Sheesh. When the three tribes united to form Equestria, the first flag was sewn by Nimble Thimble. It's tradition to raise a flag on Hearth's Warming to celebrate that famous day."
20006,Hearthbreakers,Nick Confalone,Pinkie Pie,But who gets to put the flag on Holder's Boulder?
