index,title,writer,pony,dialog,emotion_chatgpt,season
15391,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"[muffled] At least Sapphire Shores won't be all like ""Ooh, who fetched you that red ribbon? Because I don't care about anything else you made. All I care about is that amazing red ribbon!""",anger,4
15392,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Perhaps waiting would be best.,neutral,4
15394,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[growls] Now what?,anger,4
15397,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Don't go!,fear,4
15398,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Stop! Why do you have to ruin everything?!,anger,4
15400,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Princess Luna! It's really you! Or am I dreaming?,surprise,4
15402,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Let me see. You just rescued me from a maniacal laughing Rarity-cloud. Yeah, probably dreaming.",joy,4
15404,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Wait, come back! Luna? Can you hear me? Thank you for what you did! Help, Luna! Luuuna!",fear,4
15405,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"I remember this. This is my fifth birthday party! I decided to make a grand entrance. I made myself all beautiful, just like my big sister.",joy,4
15406,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Finally, I was perfect, and then went to the stairs to enter like the belle of the ball. When I finally came out of my room, I found the party going on without me.",sadness,4
15407,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"And I kept posing at the top of the stairs, waiting to be noticed, but all I heard was...",sadness,4
15409,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Made them myself. And of course, you'll all want cake, won't you?",joy,4
15412,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,That's when I learned 'never try to shine with my big sister around'.,sadness,4
15414,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,I thought you said you understood? Luna?,sadness,4
15416,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,I'm sure she'll be along in any moment.,joy,4
15418,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Don't go! You'll miss out on the, uh, party favors! I was going to save them 'til the end, but...",surprise,4
15420,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Made them myself. And of course, you'll all want cake, won't you?",joy,4
15422,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, no-no-no. All of these things were Sweetie Belle's idea. I just assisted with the execution.",neutral,4
15423,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,I guess Rarity wasn't trying to steal the spotlight. She was trying to save my party. Luna? Luna!,surprise,4
15424,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Should I hem the cloaks now or wait until I'm there? I could hem them now, but I might have to redo them...",neutral,4
15425,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,When was this?,neutral,4
15426,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"But if I wait until I'm in Canterlot to hem them, Sapphire Shores might not get the best first impression...",neutral,4
15427,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Wait. This must've happened earlier tonight!,surprise,4
15428,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Ooh... Sapphire Shores is such a big star and such a stickler for details. What if everything's not perfect enough?,fear,4
15429,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Funny, I thought I was the only one who got worried about stuff like that.",joy,4
15430,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, buck up, Rarity, stop this foolishness. You've done your best and left nothing to chance! All that's needed now is a good night's rest.",joy,4
15431,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[sighs] I hope everything goes alright for her tomorrow.,joy,4
15434,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,And here it is! The cr<e8>me de la cr<e8>me--,joy,4
15435,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Noooo!,sadness,4
15436,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,The pi<e9>ce de resistance...,surprise,4
15437,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,The headdress!,surprise,4
15439,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"But, but this is impossible! I, I, I checked and rechecked everything! This couldn't have happened!",fear,4
15441,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Please, you must believe me!",neutral,4
15442,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Listen to my sister!,neutral,4
15443,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[screams] I don't wanna see any more!,fear,4
15444,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Always check and recheck!,neutral,4
15446,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Check, recheck, recheck, then recheck!",neutral,4
15447,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Make it stop! Princess Luna, can you hear me?!",fear,4
15448,For Whom the Sweetie Belle Toils,Dave Polsky,Fluttershy,"Make me a dress, Rarity, please?",joy,4
15449,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Go away! You know I don't do that anymore!,anger,4
15450,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Wake me up, Princess Luna, wake me up, wake me uuuup!",joy,4
15451,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Rarity? [gasps] Oh no! The box is... gone? I'm too late! She left for Canterlot!,surprise,4
15452,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,The key is for you two to distract Rarity long enough for me to put the stitch back in without her noticing.,neutral,4
15453,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,If we're not too late already.,fear,4
15454,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,"Oh, my gosh! I can't believe we're goin' to see Sapphire Shores! I'm such a huge fan! I know all her songs!",joy,4
15455,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,'Get Your Pony On'!,joy,4
15456,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,"Ooh, that's one of my favorites!",joy,4
15457,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,This isn't a trip to see Sapphire Shores! It's a trip to save my sister from a horrible future!,fear,4
15458,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,'Serves Her Right'!,anger,4
15459,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,[gasps] How can you say that?! Rarity doesn't deserve that at all!,anger,4
15460,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,"No, 'Serves Her Right' is another one of Sapphire Shores' songs!",joy,4
15461,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,You seriously didn't know that? Don't you listen to her music?!,anger,4
15462,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,...I prefer show tunes.,joy,4
15465,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, bravo! Fabulous! Magnifique!",joy,4
15467,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,But you have to let us in! I'm Sapphire Shores' designer's sister! You have to believe us!,surprise,4
15469,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,But I'm not a fan!,disgust,4
15470,For Whom the Sweetie Belle Toils,Dave Polsky,Apple Bloom,I am!,joy,4
15471,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,Me too!,joy,4
15472,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Not helping!,anger,4
15474,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,[straining] Almost...,surprise,4
15475,For Whom the Sweetie Belle Toils,Dave Polsky,Scootaloo,Oof!,surprise,4
15476,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"We've gotta get in there, now!",fear,4
15478,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Actually, I saved the best for last!",joy,4
15479,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,And here it is!,joy,4
15480,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,You gotta see this with the cinnamon ribbon! You'll love it!,joy,4
15481,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Sweetie Belle?!,surprise,4
15483,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Uh... [laughs nervously] Ahem. Just a moment!,surprise,4
15484,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Oh, good! This is just a dream!",joy,4
15486,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"[sighs] Oh, Luna... I wish none of this ever happened... What am I gonna do?",sadness,4
15488,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"I would like to know what in the wide, wide realm of Equestria this stunt of yours is all about, and I want to know now! Do you have any idea how important this job is to me?",anger,4
15489,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Actually, I do. I was upset at you for stealing the spotlight from me at the play, so I pulled out the center stitch to the headpiece so it would fall apart.",anger,4
15490,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,What?!,surprise,4
15491,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"But then I realized I didn't want your future to be ruined forever and ever, so I came back to change it before it was too late! So... here it is. It's all fixed. Please forgive me.",joy,4
15492,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Wait... what is this?,surprise,4
15493,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,Trust me. Sapphire Shores is gonna love it.,joy,4
15495,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,I promise you'll absolutely adore the headdress as soon as you see it.,joy,4
15497,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Look at the stitching, real close.",neutral,4
15499,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Wherever did you come up with the idea for a dolphin?,surprise,4
15500,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Oh, it just came to me... in a dream. I'm sorry I got jealous about those dresses. I know now that you were only trying to help.",joy,4
15501,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,"Oh, Sweetie, I forgive you! But I never did get to see your play. Any chance I could catch an encore performance?",joy,4
15502,For Whom the Sweetie Belle Toils,Dave Polsky,Sweetie Belle,"Uh, I don't think the play went all that good. To be honest, the costumes were the best part.",sadness,4
15503,For Whom the Sweetie Belle Toils,Dave Polsky,Rarity,Awww!,joy,4
15504,Leap of Faith,Josh Haber,Apple Bloom,Just one more time? Please?,joy,4
15505,Leap of Faith,Josh Haber,Applejack,"Alright, but this is the last one.",neutral,4
15506,Leap of Faith,Josh Haber,Apple Bloom,Woo-hoo-hoo-hoo-hoo! Woooo!,joy,4
15508,Leap of Faith,Josh Haber,Apple Bloom,"Sure wish you'd come swim with us, Granny.",joy,4
15510,Leap of Faith,Josh Haber,Apple Bloom,How come?,neutral,4
15513,Leap of Faith,Josh Haber,Apple Bloom,"Boy, I sure would hate to be afraid of swimmin'. You think I'll ever be scared of the water?",fear,4
15514,Leap of Faith,Josh Haber,Apple Bloom,Aah!,surprise,4
15516,Leap of Faith,Josh Haber,Apple Bloom,"Wow, Granny. I can't believe you were a high diver!",surprise,4
15518,Leap of Faith,Josh Haber,Apple Bloom,Do you think I could be a high diver?,surprise,4
15520,Leap of Faith,Josh Haber,Applejack,Absolutely not.,anger,4
15521,Leap of Faith,Josh Haber,Apple Bloom,But<U+0096>,neutral,4
15523,Leap of Faith,Josh Haber,Apple Bloom,"I know, but<U+0096>",neutral,4
15525,Leap of Faith,Josh Haber,Apple Bloom,"Wow, when you put it that way, it doesn't sound so fun.",surprise,4
15526,Leap of Faith,Josh Haber,Applejack,Wow. I wonder where everypony's headed.,surprise,4
15527,Leap of Faith,Josh Haber,Applejack,Now where in Ponyville do you two think you're goin'?,surprise,4
15529,Leap of Faith,Josh Haber,Apple Bloom,"Come on, Applejack, aren't you curious?",joy,4
15532,Leap of Faith,Josh Haber,Applejack,The Flim Flam Brothers! This should be interestin'.,joy,4
15562,Leap of Faith,Josh Haber,Applejack,I don't. There's somethin' funny about this whole thing.,surprise,4
15579,Leap of Faith,Josh Haber,Applejack,Are you as worried as I am?,fear,4
15581,Leap of Faith,Josh Haber,Apple Bloom,"Boy, I just can't believe all the things that Flim Flam Tonic can do!",surprise,4
15582,Leap of Faith,Josh Haber,Applejack,"When somepony says somethin's too good to be true, it usually is.",sadness,4
15583,Leap of Faith,Josh Haber,Apple Bloom,You mean Granny wasted her money?,anger,4
15584,Leap of Faith,Josh Haber,Applejack,"Well, I don't know about that, but I don't think there's a tonic in Equestria that can make an old pony young again.",sadness,4
15586,Leap of Faith,Josh Haber,Apple Bloom,Granny?!,surprise,4
15587,Leap of Faith,Josh Haber,Applejack,Hang on now! We'll get ya!,joy,4
15588,Leap of Faith,Josh Haber,Apple Bloom,"Granny, I thought you were too afraid of the water to swim! And, and what about your hip?!",surprise,4
15590,Leap of Faith,Josh Haber,Applejack,I'm not so sure that tonic really does anythin'.,neutral,4
15591,Leap of Faith,Josh Haber,Applejack,"I'm glad you're feelin' good, but how do you know it's from the tonic?",neutral,4
15595,Leap of Faith,Josh Haber,Apple Bloom,"Gee, it looks like that tonic works after all! I wonder what's in it.",joy,4
15596,Leap of Faith,Josh Haber,Applejack,I think maybe it's time we found out.,neutral,4
15597,Leap of Faith,Josh Haber,Apple Bloom,So you're just gonna walk up and ask them how it works?,surprise,4
15598,Leap of Faith,Josh Haber,Applejack,"I guess. Though if it's a genuine cure, I don't suppose they'll be too keen on sharin' the recipe.",fear,4
15600,Leap of Faith,Josh Haber,Apple Bloom,Wait a second! That's that same pony from before!,surprise,4
15601,Leap of Faith,Josh Haber,Applejack,Hey!,joy,4
15602,Leap of Faith,Josh Haber,Applejack,"Now hold it right there, Mister...?",surprise,4
15604,Leap of Faith,Josh Haber,Applejack,Our Granny took some tonic and we want to know how it works.,joy,4
15605,Leap of Faith,Josh Haber,Apple Bloom,"Granny couldn't swim before, and now she can. Just like you couldn't walk and now you can. But what are you doin' back here? I mean, if the tonic cured you and all...",neutral,4
15606,Leap of Faith,Josh Haber,Applejack,"...Because he's part of the act! It's time for you to tell the truth! You never needed crutches at all, did ya?",anger,4
15608,Leap of Faith,Josh Haber,Applejack,Hey! Huh?,surprise,4
15611,Leap of Faith,Josh Haber,Applejack,"You two charlatans sold my Granny a bottle of tonic, and now she's off actin' like a filly again.",anger,4
15613,Leap of Faith,Josh Haber,Applejack,"If she keeps gallavantin' around like a yearlin', she's apt to drop from exhaustion or worse! What's more, I know for a fact that your friend here is dressin' up as a different pony every night so he can pretend to be cured!",fear,4
15621,Leap of Faith,Josh Haber,Applejack,"Until today, that's right.",neutral,4
15626,Leap of Faith,Josh Haber,Applejack,I guess...,neutral,4
15629,Leap of Faith,Josh Haber,Applejack,I...,neutral,4
15630,Leap of Faith,Josh Haber,Apple Bloom,There you are! I've been lookin' all over! Did you find out what's in the tonic?,joy,4
15631,Leap of Faith,Josh Haber,Applejack,"Honestly, Apple Bloom... as long as it works, I... don't suppose it really matters.",neutral,4
15632,Leap of Faith,Josh Haber,Apple Bloom,"Well, if it doesn't matter to you, then it doesn't matter to me either, sis.",neutral,4
15635,Leap of Faith,Josh Haber,Apple Bloom,"Hey, Granny! Think you can buck me over the water?",joy,4
15637,Leap of Faith,Josh Haber,Applejack,"Granny, wait!",surprise,4
15640,Leap of Faith,Josh Haber,Applejack,"Granny, don't you think you should take it kinda easy?",neutral,4
15642,Leap of Faith,Josh Haber,Apple Bloom,"Granny, you think I could be an aquapony like you?",joy,4
15644,Leap of Faith,Josh Haber,Apple Bloom,"Well, the Ponyville swim meet is comin' up. We could enter together! A legendary water pony like you? We'd be a cinch to win!",joy,4
15646,Leap of Faith,Josh Haber,Apple Bloom,Oh. Okay.,neutral,4
15647,Leap of Faith,Josh Haber,Applejack,"I don't know, Granny. A swim meet sounds pretty safe. And after all, if that tonic lets you swim in a river and a swimmin' hole, a pool should be no problem at all.",neutral,4
15654,Leap of Faith,Josh Haber,Applejack,It seems to work for Granny.,joy,4
15658,Leap of Faith,Josh Haber,Applejack,"Just remember, you two. The most important thing is to be safe and have fun, right?",joy,4
15660,Leap of Faith,Josh Haber,Applejack,"Uh... good luck, then!",joy,4
15664,Leap of Faith,Josh Haber,Applejack,[sighs] Right.,neutral,4
15666,Leap of Faith,Josh Haber,Applejack,"Well, I'll be...",surprise,4
